"filename", "language", "Markdown", "assembly(DOS)", "C", "Batch", "C++", "nasm", "Makefile", "Python", "comment", "blank", "total"
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\qemu\qemu-win.bat", "Batch", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\qemu_9x\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\win32\errno.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\win32\float.h", "C++", 0, 0, 0, 0, 19, 0, 0, 0, 1, 7, 27
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\win32\limits.h", "C++", 0, 0, 0, 0, 18, 0, 0, 0, 1, 5, 24
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\win32\math.h", "C++", 0, 0, 0, 0, 32, 0, 0, 0, 1, 10, 43
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\win32\setjmp.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\win32\stdarg.h", "C++", 0, 0, 0, 0, 14, 0, 0, 0, 1, 7, 22
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\win32\stddef.h", "C++", 0, 0, 0, 0, 10, 0, 0, 0, 1, 7, 18
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\win32\stdio.h", "C++", 0, 0, 0, 0, 53, 0, 0, 0, 4, 11, 68
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\win32\stdlib.h", "C++", 0, 0, 0, 0, 29, 0, 0, 0, 1, 11, 41
"d:\workstation\OS_SelfMake\Assembler\day05\z_tools\win32\string.h", "C++", 0, 0, 0, 0, 29, 0, 0, 0, 1, 9, 39
"d:\workstation\OS_SelfMake\Assembler\day06\a_SpreateCSourceFIle\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day06\a_SpreateCSourceFIle\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 67, 0, 4, 23, 94
"d:\workstation\OS_SelfMake\Assembler\day06\a_SpreateCSourceFIle\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 22, 33, 152
"d:\workstation\OS_SelfMake\Assembler\day06\a_SpreateCSourceFIle\bootpack.c", "C", 0, 0, 136, 0, 0, 0, 0, 0, 9, 5, 150
"d:\workstation\OS_SelfMake\Assembler\day06\a_SpreateCSourceFIle\bootpack.h", "C++", 0, 0, 0, 0, 49, 0, 0, 0, 5, 0, 54
"d:\workstation\OS_SelfMake\Assembler\day06\a_SpreateCSourceFIle\dsctbl.c", "C", 0, 0, 42, 0, 0, 0, 0, 0, 5, 1, 48
"d:\workstation\OS_SelfMake\Assembler\day06\a_SpreateCSourceFIle\graphic.c", "C", 0, 0, 54, 0, 0, 0, 0, 0, 2, 3, 59
"d:\workstation\OS_SelfMake\Assembler\day06\a_SpreateCSourceFIle\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day06\a_SpreateCSourceFIle\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day06\a_SpreateCSourceFIle\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 75, 0, 0, 4, 3, 82
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC copy 2\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC copy 2\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 68, 0, 7, 28, 103
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC copy 2\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 22, 33, 152
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC copy 2\bootpack.c", "C", 0, 0, 26, 0, 0, 0, 0, 0, 2, 7, 35
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC copy 2\bootpack.h", "C++", 0, 0, 0, 0, 83, 0, 0, 0, 10, 7, 100
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC copy 2\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 3, 56
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC copy 2\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 5, 169
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC copy 2\int.c", "C", 0, 0, 42, 0, 0, 0, 0, 0, 10, 5, 57
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC copy 2\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC copy 2\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC copy 2\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 119, 0, 0, 5, 4, 128
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 24, 94
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 22, 33, 152
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC\bootpack.c", "C", 0, 0, 26, 0, 0, 0, 0, 0, 2, 8, 36
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC\bootpack.h", "C++", 0, 0, 0, 0, 83, 0, 0, 0, 10, 9, 102
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC\int.c", "C", 0, 0, 42, 0, 0, 0, 0, 0, 10, 6, 58
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day06\b_InitialPIC\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 120, 0, 0, 5, 4, 129
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\dsar.bat", "Batch", 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\esart5.bat", "Batch", 0, 0, 0, 13, 0, 0, 0, 0, 0, 6, 19
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\guigui00\errno.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\guigui00\float.h", "C++", 0, 0, 0, 0, 19, 0, 0, 0, 1, 7, 27
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\guigui00\guigui00.h", "C++", 0, 0, 0, 0, 476, 0, 0, 0, 18, 93, 587
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\guigui00\limits.h", "C++", 0, 0, 0, 0, 18, 0, 0, 0, 1, 5, 24
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\guigui00\math.h", "C++", 0, 0, 0, 0, 32, 0, 0, 0, 1, 10, 43
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\guigui00\setjmp.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\guigui00\stdarg.h", "C++", 0, 0, 0, 0, 14, 0, 0, 0, 1, 7, 22
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\guigui00\stddef.h", "C++", 0, 0, 0, 0, 10, 0, 0, 0, 1, 7, 18
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\guigui00\stdio.h", "C++", 0, 0, 0, 0, 15, 0, 0, 0, 1, 9, 25
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\guigui00\stdlib.h", "C++", 0, 0, 0, 0, 24, 0, 0, 0, 1, 10, 35
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\guigui00\string.h", "C++", 0, 0, 0, 0, 29, 0, 0, 0, 1, 9, 39
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\haribote\errno.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\haribote\float.h", "C++", 0, 0, 0, 0, 19, 0, 0, 0, 1, 7, 27
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\haribote\limits.h", "C++", 0, 0, 0, 0, 18, 0, 0, 0, 1, 5, 24
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\haribote\math.h", "C++", 0, 0, 0, 0, 32, 0, 0, 0, 1, 10, 43
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\haribote\setjmp.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\haribote\stdarg.h", "C++", 0, 0, 0, 0, 14, 0, 0, 0, 1, 7, 22
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\haribote\stddef.h", "C++", 0, 0, 0, 0, 10, 0, 0, 0, 1, 7, 18
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\haribote\stdio.h", "C++", 0, 0, 0, 0, 15, 0, 0, 0, 1, 9, 25
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\haribote\string.h", "C++", 0, 0, 0, 0, 29, 0, 0, 0, 1, 9, 39
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\osa_qemu\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 17, 0, 0, 5, 22
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\osa_qemu\manual.bat", "Batch", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\qemu\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\qemu\qemu-win.bat", "Batch", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\qemu_9x\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\win32\errno.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\win32\float.h", "C++", 0, 0, 0, 0, 19, 0, 0, 0, 1, 7, 27
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\win32\limits.h", "C++", 0, 0, 0, 0, 18, 0, 0, 0, 1, 5, 24
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\win32\math.h", "C++", 0, 0, 0, 0, 32, 0, 0, 0, 1, 10, 43
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\win32\setjmp.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\win32\stdarg.h", "C++", 0, 0, 0, 0, 14, 0, 0, 0, 1, 7, 22
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\win32\stddef.h", "C++", 0, 0, 0, 0, 10, 0, 0, 0, 1, 7, 18
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\win32\stdio.h", "C++", 0, 0, 0, 0, 53, 0, 0, 0, 4, 11, 68
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\win32\stdlib.h", "C++", 0, 0, 0, 0, 29, 0, 0, 0, 1, 11, 41
"d:\workstation\OS_SelfMake\Assembler\day06\z_tools\win32\string.h", "C++", 0, 0, 0, 0, 29, 0, 0, 0, 1, 9, 39
"d:\workstation\OS_SelfMake\Assembler\day07\a_FIFO\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\a_FIFO\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 24, 94
"d:\workstation\OS_SelfMake\Assembler\day07\a_FIFO\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 22, 33, 152
"d:\workstation\OS_SelfMake\Assembler\day07\a_FIFO\bootpack.c", "C", 0, 0, 26, 0, 0, 0, 0, 0, 2, 8, 36
"d:\workstation\OS_SelfMake\Assembler\day07\a_FIFO\bootpack.h", "C++", 0, 0, 0, 0, 84, 0, 0, 0, 10, 9, 103
"d:\workstation\OS_SelfMake\Assembler\day07\a_FIFO\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day07\a_FIFO\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day07\a_FIFO\int.c", "C", 0, 0, 46, 0, 0, 0, 0, 0, 10, 8, 64
"d:\workstation\OS_SelfMake\Assembler\day07\a_FIFO\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day07\a_FIFO\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\a_FIFO\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 120, 0, 0, 5, 4, 129
"d:\workstation\OS_SelfMake\Assembler\day07\b_AddReceivePool\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\b_AddReceivePool\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 24, 94
"d:\workstation\OS_SelfMake\Assembler\day07\b_AddReceivePool\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 22, 33, 152
"d:\workstation\OS_SelfMake\Assembler\day07\b_AddReceivePool\bootpack.c", "C", 0, 0, 43, 0, 0, 0, 0, 0, 2, 10, 55
"d:\workstation\OS_SelfMake\Assembler\day07\b_AddReceivePool\bootpack.h", "C++", 0, 0, 0, 0, 90, 0, 0, 0, 6, 9, 105
"d:\workstation\OS_SelfMake\Assembler\day07\b_AddReceivePool\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day07\b_AddReceivePool\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day07\b_AddReceivePool\int.c", "C", 0, 0, 45, 0, 0, 0, 0, 0, 9, 11, 65
"d:\workstation\OS_SelfMake\Assembler\day07\b_AddReceivePool\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day07\b_AddReceivePool\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\b_AddReceivePool\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 119, 0, 0, 5, 4, 128
"d:\workstation\OS_SelfMake\Assembler\day07\c_FIFO\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\c_FIFO\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 24, 94
"d:\workstation\OS_SelfMake\Assembler\day07\c_FIFO\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 22, 33, 152
"d:\workstation\OS_SelfMake\Assembler\day07\c_FIFO\bootpack.c", "C", 0, 0, 48, 0, 0, 0, 0, 0, 2, 10, 60
"d:\workstation\OS_SelfMake\Assembler\day07\c_FIFO\bootpack.h", "C++", 0, 0, 0, 0, 91, 0, 0, 0, 6, 9, 106
"d:\workstation\OS_SelfMake\Assembler\day07\c_FIFO\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day07\c_FIFO\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day07\c_FIFO\int.c", "C", 0, 0, 45, 0, 0, 0, 0, 0, 9, 11, 65
"d:\workstation\OS_SelfMake\Assembler\day07\c_FIFO\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day07\c_FIFO\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\c_FIFO\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 119, 0, 0, 5, 4, 128
"d:\workstation\OS_SelfMake\Assembler\day07\d_updateFIFObuf\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\d_updateFIFObuf\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 24, 94
"d:\workstation\OS_SelfMake\Assembler\day07\d_updateFIFObuf\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 22, 33, 152
"d:\workstation\OS_SelfMake\Assembler\day07\d_updateFIFObuf\bootpack.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 2, 10, 59
"d:\workstation\OS_SelfMake\Assembler\day07\d_updateFIFObuf\bootpack.h", "C++", 0, 0, 0, 0, 91, 0, 0, 0, 6, 9, 106
"d:\workstation\OS_SelfMake\Assembler\day07\d_updateFIFObuf\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day07\d_updateFIFObuf\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day07\d_updateFIFObuf\int.c", "C", 0, 0, 50, 0, 0, 0, 0, 0, 9, 11, 70
"d:\workstation\OS_SelfMake\Assembler\day07\d_updateFIFObuf\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day07\d_updateFIFObuf\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\d_updateFIFObuf\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 119, 0, 0, 5, 4, 128
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 23, 93
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 22, 33, 152
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\bootpack.c", "C", 0, 0, 44, 0, 0, 0, 0, 0, 2, 10, 56
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\bootpack.h", "C++", 0, 0, 0, 0, 96, 0, 0, 0, 7, 10, 113
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\fifo8.c", "C", 0, 0, 46, 0, 0, 0, 0, 0, 1, 3, 50
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\int.c", "C", 0, 0, 41, 0, 0, 0, 0, 0, 9, 11, 61
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\e_fileFIFObuf\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 119, 0, 0, 5, 4, 128
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 23, 93
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 22, 33, 152
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\bootpack.c", "C", 0, 0, 73, 0, 0, 0, 0, 0, 2, 11, 86
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\bootpack.h", "C++", 0, 0, 0, 0, 106, 0, 0, 0, 8, 11, 125
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\fifo8.c", "C", 0, 0, 46, 0, 0, 0, 0, 0, 1, 3, 50
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\int.c", "C", 0, 0, 41, 0, 0, 0, 0, 0, 9, 11, 61
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\f_addmouseinterrput\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 119, 0, 0, 5, 4, 128
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\!cons_nt.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 65, 0, 5, 23, 93
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\asmhead.nas", "nasm", 0, 0, 0, 0, 0, 97, 0, 0, 22, 33, 152
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\bootpack.c", "C", 0, 0, 87, 0, 0, 0, 0, 0, 2, 11, 100
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\bootpack.h", "C++", 0, 0, 0, 0, 106, 0, 0, 0, 8, 11, 125
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\dsctbl.c", "C", 0, 0, 47, 0, 0, 0, 0, 0, 6, 2, 55
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\fifo8.c", "C", 0, 0, 46, 0, 0, 0, 0, 0, 1, 3, 50
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\graphic.c", "C", 0, 0, 158, 0, 0, 0, 0, 0, 6, 6, 170
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\int.c", "C", 0, 0, 41, 0, 0, 0, 0, 0, 8, 11, 60
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\ipl10.nas", "nasm", 0, 0, 0, 0, 0, 92, 0, 0, 10, 2, 104
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\make.bat", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\workstation\OS_SelfMake\Assembler\day07\g_readdatafrommouse\naskfunc.nas", "nasm", 0, 0, 0, 0, 0, 119, 0, 0, 5, 4, 128
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\dsar.bat", "Batch", 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\esart5.bat", "Batch", 0, 0, 0, 13, 0, 0, 0, 0, 0, 6, 19
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\guigui00\errno.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\guigui00\float.h", "C++", 0, 0, 0, 0, 19, 0, 0, 0, 1, 7, 27
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\guigui00\guigui00.h", "C++", 0, 0, 0, 0, 476, 0, 0, 0, 18, 93, 587
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\guigui00\limits.h", "C++", 0, 0, 0, 0, 18, 0, 0, 0, 1, 5, 24
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\guigui00\math.h", "C++", 0, 0, 0, 0, 32, 0, 0, 0, 1, 10, 43
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\guigui00\setjmp.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\guigui00\stdarg.h", "C++", 0, 0, 0, 0, 14, 0, 0, 0, 1, 7, 22
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\guigui00\stddef.h", "C++", 0, 0, 0, 0, 10, 0, 0, 0, 1, 7, 18
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\guigui00\stdio.h", "C++", 0, 0, 0, 0, 15, 0, 0, 0, 1, 9, 25
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\guigui00\stdlib.h", "C++", 0, 0, 0, 0, 24, 0, 0, 0, 1, 10, 35
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\guigui00\string.h", "C++", 0, 0, 0, 0, 29, 0, 0, 0, 1, 9, 39
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\haribote\errno.h", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 1, 8, 21
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\haribote\float.h", "C++", 0, 0, 0, 0, 19, 0, 0, 0, 1, 7, 27
"d:\workstation\OS_SelfMake\Assembler\day07\z_tools\haribote\limits.h", "C++", 0, 0, 0, 0, 18, 0, 0, 0, 1, 5, 24
